"","timestamp","mean_acc_x","mean_acc_y","mean_acc_z","VeDBA","temperature_celsius","n","tag-local-identifier","individual-local-identifier","date","log_VeDBA"
"1",2022-03-27,0.134164452827131,-0.369036994271509,-0.550942487921552,1463747.24304844,14.5970414132689,2764428,47799,"18",2022-03-26,14.196510310407
